satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,employeeID
0.53,0.56,4,281,6,0,1,0,hr,medium,120590
0.39,0.51,2,151,3,0,1,0,hr,medium,120591
0.11,0.83,6,244,4,0,1,0,hr,medium,120592
0.1,0.94,6,309,4,0,1,0,technical,medium,120593
0.84,1,5,218,5,0,1,0,technical,medium,120594
0.82,0.99,4,263,6,0,1,0,technical,medium,120595
0.1,0.82,6,244,4,0,1,0,technical,medium,120596
0.59,0.49,7,263,4,0,1,0,technical,medium,120597
0.44,0.48,2,143,3,0,1,0,technical,medium,120598
0.89,0.95,2,181,5,0,1,0,technical,medium,120599
0.91,0.84,5,265,5,0,1,0,technical,medium,120600
0.66,0.57,5,161,5,0,1,0,technical,high,120601
0.11,0.87,7,282,5,0,1,0,technical,low,120602
0.43,0.51,2,155,3,0,1,0,technical,medium,120603
0.78,0.83,4,217,6,0,1,0,support,medium,120604
0.11,0.97,6,289,5,0,1,0,support,medium,120605
0.83,0.98,4,259,5,0,1,0,support,medium,120606
0.39,0.54,2,158,3,0,1,0,support,low,120607
0.38,0.55,2,158,3,0,1,0,support,low,120608
0.37,0.57,2,155,3,0,1,0,support,low,120609
0.44,0.48,2,146,3,0,1,0,support,low,120610
0.53,0.85,2,164,5,0,1,0,support,low,120611
0.09,0.96,6,259,4,0,1,0,support,low,120612
0.11,0.89,6,293,4,0,1,0,support,low,120613
0.83,0.96,5,275,5,0,1,0,support,low,120614
0.88,1,5,219,6,1,1,0,technical,low,120615
0.1,0.89,6,247,4,0,1,0,technical,low,120616
0.09,0.86,7,309,4,0,1,0,technical,low,120617
0.44,0.54,2,151,3,0,1,0,management,low,120618
0.39,0.51,2,129,3,0,1,0,IT,low,120619
0.87,0.94,4,274,5,0,1,0,IT,low,120620
0.74,0.99,4,233,5,0,1,0,IT,low,120621
0.1,0.95,7,289,4,0,1,0,IT,low,120622
0.74,0.82,4,239,6,0,1,0,IT,low,120623
0.75,0.99,5,221,5,0,1,0,product_mng,low,120624
0.41,0.56,2,150,3,0,1,0,product_mng,low,120625
0.41,0.45,2,144,3,1,1,0,product_mng,low,120626
0.09,0.9,7,289,4,0,1,0,product_mng,low,120627
0.09,0.8,6,301,5,0,1,0,IT,medium,120628
0.39,0.57,2,145,3,0,1,0,accounting,medium,120629
0.4,0.56,2,137,3,0,1,0,accounting,medium,120630
0.37,0.54,2,131,3,1,1,0,hr,medium,120631
0.1,0.84,6,246,4,0,1,0,hr,medium,120632
0.43,0.51,2,136,3,0,1,0,hr,medium,120633
0.75,0.85,5,240,6,1,1,0,marketing,medium,120634
0.37,0.56,2,156,3,0,1,0,sales,medium,120635
0.11,0.85,6,305,4,0,1,0,accounting,medium,120636
0.45,0.45,2,154,3,1,1,0,support,medium,120637
0.87,1,5,261,5,1,1,0,technical,medium,120638
0.11,0.94,7,244,4,0,1,0,management,medium,120639
0.45,0.54,2,129,3,0,1,0,marketing,high,120640
0.81,0.87,4,254,5,0,1,0,marketing,low,120641
0.77,0.91,5,236,5,0,1,0,marketing,medium,120642
0.89,0.92,5,237,5,0,1,0,sales,medium,120643
0.43,0.49,2,135,3,0,1,0,sales,medium,120644
0.78,1,5,236,5,0,1,0,sales,medium,120645
0.37,0.47,2,149,3,0,1,0,sales,low,120646
0.37,0.5,2,141,3,0,1,0,sales,low,120647
0.85,0.82,4,270,5,0,1,0,sales,low,120648
0.41,0.47,2,138,3,0,1,0,sales,low,120649
0.11,0.96,6,298,4,0,1,0,sales,low,120650
0.75,0.99,5,254,5,0,1,0,sales,low,120651
0.82,0.85,5,248,5,0,1,0,sales,low,120652
0.79,1,5,257,6,0,1,0,sales,low,120653
0.43,0.53,2,150,3,0,1,0,sales,low,120654
0.1,0.9,7,281,4,0,1,0,sales,low,120655
0.46,0.48,2,141,3,1,1,0,sales,low,120656
0.43,0.57,2,157,3,0,1,0,sales,low,120657
0.43,0.55,2,136,3,0,1,0,sales,low,120658
0.11,0.8,7,296,4,0,1,0,sales,low,120659
0.09,0.86,6,279,4,0,1,0,sales,low,120660
0.37,0.53,2,131,3,0,1,0,sales,low,120661
0.4,0.57,2,160,3,0,1,0,accounting,low,120662
0.1,0.77,7,291,4,0,1,0,accounting,low,120663
0.41,0.53,2,157,3,0,1,0,accounting,low,120664
0.79,0.58,3,294,4,0,1,0,hr,low,120665
0.11,0.79,7,310,4,0,1,0,hr,low,120666
0.1,0.97,6,282,4,0,1,0,hr,medium,120667
0.44,0.51,2,134,3,0,1,0,hr,medium,120668
0.25,0.46,4,214,4,0,1,0,technical,medium,120669
0.44,0.52,2,137,3,0,1,0,technical,medium,120670
0.73,1,4,252,5,0,1,0,technical,medium,120671
0.75,0.97,5,243,6,0,1,0,technical,medium,120672
0.36,0.47,2,148,3,0,1,0,technical,medium,120673
0.37,0.49,2,151,3,0,1,0,technical,medium,120674
0.39,0.49,2,129,3,0,1,0,technical,medium,120675
0.48,0.78,2,198,2,0,1,0,technical,medium,120676
0.57,0.72,4,275,6,0,1,0,technical,medium,120677
0.9,0.96,5,243,5,0,1,0,technical,medium,120678
0.39,0.55,2,159,3,0,1,0,technical,high,120679
0.44,0.51,2,145,3,0,1,0,support,low,120680
0.81,0.88,5,242,5,0,1,0,support,medium,120681
0.74,0.87,5,242,5,0,1,0,support,medium,120682
0.44,0.56,2,145,3,0,1,0,support,medium,120683
0.41,0.56,2,154,3,0,1,1,support,medium,120684
0.4,0.51,2,139,3,0,1,0,support,low,120685
0.46,0.57,2,152,3,0,1,0,support,low,120686
0.8,0.83,2,211,3,0,1,0,support,low,120687
0.87,0.9,5,258,5,0,1,0,support,low,120688
0.39,0.54,2,155,3,0,1,0,support,low,120689
0.38,0.55,2,148,3,0,1,0,support,low,120690
0.66,0.67,2,255,3,0,1,0,technical,low,120691
0.1,0.8,6,264,4,0,1,0,technical,low,120692
0.37,0.54,2,132,3,0,1,0,technical,low,120693
0.1,0.77,6,255,4,0,1,0,management,low,120694
0.09,0.87,5,263,4,0,1,0,IT,low,120695
0.86,0.84,5,222,5,0,1,0,IT,low,120696
0.11,0.9,6,263,4,0,1,0,IT,low,120697
0.37,0.46,2,157,3,0,1,0,IT,low,120698
0.11,0.92,7,307,4,0,1,0,IT,low,120699
0.77,0.98,5,259,6,0,1,0,product_mng,low,120700
0.84,0.94,5,222,6,0,1,0,product_mng,low,120701
0.1,0.84,7,250,4,0,1,0,product_mng,low,120702
0.83,0.9,5,245,5,0,1,0,product_mng,low,120703
0.11,0.79,6,292,4,0,1,0,IT,low,120704
0.86,0.92,5,252,5,0,1,0,RandD,low,120705
0.38,0.56,2,161,3,0,1,0,RandD,medium,120706
0.11,0.88,5,250,4,0,1,0,RandD,medium,120707
0.45,0.49,2,134,3,0,1,0,RandD,medium,120708
0.1,0.85,7,279,4,0,1,0,RandD,medium,120709
0.09,0.95,7,256,4,0,1,0,marketing,medium,120710
0.39,0.53,2,127,3,0,1,0,sales,medium,120711
0.37,0.47,2,138,3,1,1,0,accounting,medium,120712
0.81,0.97,5,243,5,0,1,0,support,medium,120713
0.09,0.9,7,296,4,0,1,0,technical,medium,120714
0.1,0.88,7,267,4,0,1,0,management,medium,120715
0.39,0.49,2,144,3,0,1,0,marketing,medium,120716
0.83,0.95,4,251,5,0,1,0,marketing,medium,120717
0.45,0.57,2,148,3,0,1,0,marketing,high,120718
0.43,0.51,2,141,3,0,1,0,sales,low,120719
0.8,0.75,3,268,2,0,1,0,sales,medium,120720
0.1,0.86,6,247,4,0,1,0,sales,medium,120721
0.1,0.55,2,247,4,0,1,0,sales,medium,120722
0.36,0.52,2,146,3,0,1,0,sales,medium,120723
0.38,0.5,2,140,3,0,1,0,sales,low,120724
0.78,0.98,5,263,6,0,1,0,sales,low,120725
0.44,0.49,2,145,3,0,1,0,sales,low,120726
0.41,0.46,2,156,3,1,1,0,sales,low,120727
0.72,0.85,5,244,6,0,1,0,sales,low,120728
0.46,0.54,2,144,3,0,1,0,sales,low,120729
0.1,0.9,7,286,4,0,1,0,sales,low,120730
0.34,0.67,4,141,2,0,1,0,sales,low,120731
0.11,0.89,6,260,5,0,1,0,sales,low,120732
0.38,0.56,2,154,3,0,1,0,sales,low,120733
0.82,0.92,5,225,5,0,1,0,sales,low,120734
0.39,0.57,2,127,3,0,1,0,sales,low,120735
0.44,0.53,2,140,3,0,1,0,sales,low,120736
0.43,0.52,2,147,3,0,1,0,sales,low,120737
0.84,0.83,4,227,5,0,1,0,accounting,low,120738
0.43,0.48,2,153,3,0,1,0,accounting,low,120739
0.37,0.52,2,128,3,0,1,0,accounting,low,120740
0.74,0.97,4,228,5,0,1,0,hr,low,120741
0.73,0.97,5,235,5,0,1,0,hr,low,120742
0.37,0.47,2,148,3,0,1,0,hr,low,120743
0.58,0.62,4,238,3,0,1,0,hr,low,120744
0.4,0.54,2,141,3,0,1,0,technical,medium,120745
0.51,0.83,5,249,4,0,1,0,technical,medium,120746
0.46,0.5,2,151,3,0,1,0,technical,medium,120747
0.45,0.54,2,129,3,0,1,0,technical,medium,120748
0.46,0.5,2,156,3,0,1,0,technical,medium,120749
0.39,0.45,2,134,3,0,1,0,technical,medium,120750
0.09,0.88,6,269,4,0,1,0,technical,medium,120751
0.09,0.77,6,290,4,0,1,0,technical,medium,120752
0.37,0.51,2,132,3,0,1,0,technical,medium,120753
0.1,0.89,7,308,4,0,1,0,technical,medium,120754
0.77,1,4,232,5,0,1,0,technical,medium,120755
0.79,0.86,5,235,5,0,1,0,support,medium,120756
0.43,0.55,2,130,3,0,1,0,support,high,120757
0.38,0.53,2,146,3,0,1,0,support,low,120758
0.77,0.91,5,221,6,0,1,0,support,medium,120759
0.44,0.5,2,130,3,0,1,0,support,medium,120760
0.39,0.46,2,136,3,0,1,0,support,medium,120761
0.78,0.89,5,274,6,0,1,0,support,medium,120762
0.1,0.79,6,256,5,0,1,0,support,low,120763
0.1,0.77,5,276,4,0,1,0,support,low,120764
0.75,0.85,5,267,5,0,1,0,support,low,120765
0.46,0.62,6,213,3,0,1,0,support,low,120766
0.91,0.97,4,274,6,0,1,0,technical,low,120767
0.1,0.92,6,258,4,0,1,0,technical,low,120768
0.72,0.6,3,153,5,0,1,0,technical,low,120769
0.11,0.95,6,245,4,0,1,0,management,low,120770
0.11,0.94,6,264,4,0,1,0,IT,low,120771
0.46,0.57,2,154,3,0,1,0,IT,low,120772
0.37,0.46,2,149,3,0,1,0,IT,low,120773
0.46,0.5,2,157,3,0,1,0,IT,low,120774
0.43,0.57,2,127,3,0,1,0,IT,low,120775
0.11,0.82,6,270,4,0,1,0,product_mng,low,120776
0.73,0.89,5,236,6,0,1,0,product_mng,low,120777
0.43,0.47,2,158,3,0,1,0,product_mng,low,120778
0.86,1,5,229,5,0,1,0,product_mng,low,120779
0.1,0.83,6,269,4,0,1,0,IT,low,120780
0.4,0.49,2,128,3,0,1,0,sales,low,120781
0.11,0.87,7,278,4,0,1,0,sales,low,120782
0.86,0.98,3,158,5,0,1,0,sales,low,120783
0.42,1,3,202,3,0,1,0,sales,medium,120784
0.79,0.84,4,240,5,0,1,0,sales,medium,120785
0.1,0.96,7,255,4,0,1,0,marketing,medium,120786
0.09,0.92,7,254,4,0,1,0,sales,medium,120787
0.09,0.82,6,257,4,0,1,0,accounting,medium,120788
0.87,1,4,228,5,0,1,0,support,medium,120789
0.36,0.49,2,145,3,0,1,0,technical,medium,120790
0.42,0.75,3,218,4,0,1,0,management,medium,120791
0.84,0.86,5,268,5,0,1,0,marketing,medium,120792
0.1,0.83,6,278,4,0,1,0,marketing,medium,120793
0.78,0.71,3,249,5,0,1,0,marketing,medium,120794
0.35,0.99,3,236,4,0,1,0,sales,medium,120795
0.1,0.81,7,291,4,0,1,0,sales,high,120796
0.11,0.8,6,306,4,0,1,0,sales,low,120797
0.43,0.48,2,135,3,0,1,0,sales,medium,120798
0.38,0.45,2,156,3,0,1,0,sales,medium,120799
0.46,0.54,2,143,3,0,1,0,sales,medium,120800
0.89,0.82,4,243,5,0,1,0,sales,medium,120801
0.45,0.5,2,147,3,0,1,0,sales,low,120802
0.44,0.53,2,159,3,0,1,0,sales,low,120803
0.74,0.54,5,216,3,0,1,0,sales,low,120804
0.45,0.54,2,152,3,0,1,0,sales,low,120805
0.79,0.93,4,226,5,0,1,0,sales,low,120806
0.79,0.91,5,271,5,0,1,0,sales,low,120807
0.11,0.87,6,255,4,0,1,0,sales,low,120808
0.42,0.48,2,140,3,0,1,0,sales,low,120809
0.64,0.9,6,252,2,0,1,0,sales,low,120810
0.4,0.55,2,159,3,0,1,0,sales,low,120811
0.84,0.98,5,270,5,0,1,0,sales,low,120812
0.73,0.92,5,232,5,0,1,0,sales,low,120813
0.4,0.51,2,144,3,0,1,0,accounting,low,120814
0.36,0.45,2,127,3,0,1,0,accounting,low,120815
0.43,0.47,2,131,3,0,1,0,accounting,low,120816
0.11,0.78,6,243,4,0,1,0,hr,low,120817
0.91,1,5,244,6,0,1,0,hr,low,120818
0.8,1,5,260,5,0,1,0,hr,low,120819
0.42,0.49,2,139,3,0,1,0,hr,low,120820
0.31,0.87,4,184,3,0,1,0,technical,low,120821
0.44,0.47,2,130,3,0,1,0,technical,low,120822
0.38,0.54,2,135,3,0,1,0,technical,medium,120823
0.45,0.56,2,146,3,0,1,0,technical,medium,120824
0.43,0.46,2,149,3,0,1,0,technical,medium,120825
0.45,0.46,2,153,3,1,1,0,technical,medium,120826
0.43,0.57,2,160,3,0,1,0,technical,medium,120827
0.43,0.49,2,160,3,0,1,0,technical,medium,120828
0.09,0.83,6,282,4,0,1,0,technical,medium,120829
0.43,0.47,2,128,3,0,1,0,technical,medium,120830
0.79,0.94,4,232,5,0,1,0,technical,medium,120831
0.85,0.58,3,226,2,0,1,0,support,medium,120832
0.38,0.45,2,129,3,0,1,0,support,medium,120833
0.11,0.92,7,255,4,0,1,0,support,medium,120834
0.83,0.99,5,258,5,0,1,0,support,high,120835
0.81,0.91,4,229,5,0,1,0,support,low,120836
0.42,0.56,2,143,3,0,1,0,support,medium,120837
0.11,0.87,6,257,4,0,1,0,support,medium,120838
0.11,0.85,7,275,4,0,1,0,support,medium,120839
0.1,0.89,7,291,4,0,1,0,support,medium,120840
0.5,0.54,5,153,4,0,1,0,support,low,120841
0.44,0.49,2,154,3,0,1,0,support,low,120842
0.11,0.9,6,301,4,0,1,0,technical,low,120843
0.39,0.52,2,134,3,0,1,0,technical,low,120844
0.11,0.78,6,245,4,0,1,0,technical,low,120845
0.36,0.5,2,132,3,0,1,0,management,low,120846
0.43,0.51,2,130,3,0,1,0,IT,low,120847
0.4,0.5,2,127,3,0,1,0,IT,low,120848
0.86,0.84,4,246,6,0,1,0,IT,low,120849
0.38,0.49,2,145,3,0,1,0,IT,low,120850
0.46,0.45,2,138,3,0,1,1,IT,low,120851
0.37,0.57,2,129,3,0,1,0,product_mng,low,120852
0.43,0.52,2,150,3,0,1,0,product_mng,low,120853
0.66,0.93,5,253,5,0,1,0,product_mng,low,120854
0.37,0.48,2,160,3,0,1,0,product_mng,low,120855
0.77,0.92,5,235,5,0,1,0,IT,low,120856
0.38,0.55,2,151,3,0,1,0,sales,low,120857
0.39,0.54,2,127,3,0,1,0,sales,low,120858
0.41,0.55,2,151,3,0,1,0,sales,low,120859
0.1,0.9,7,290,4,0,1,0,sales,low,120860
0.09,0.93,6,249,4,0,1,0,sales,low,120861
0.41,0.47,2,131,3,0,1,0,marketing,medium,120862
0.39,0.46,2,159,3,0,1,0,sales,medium,120863
0.83,0.99,4,223,5,0,1,0,accounting,medium,120864
0.09,0.87,3,214,2,0,1,0,support,medium,120865
0.75,0.81,5,227,5,0,1,0,technical,medium,120866
0.44,0.54,2,127,3,0,1,0,management,medium,120867
0.1,0.84,6,293,5,0,1,0,marketing,medium,120868
0.42,0.46,2,141,3,0,1,0,marketing,medium,120869
0.1,0.83,6,300,4,0,1,0,marketing,medium,120870
0.1,0.86,6,309,4,0,1,0,sales,medium,120871
0.31,0.77,4,149,3,0,1,0,sales,medium,120872
0.42,0.54,2,159,3,0,1,0,sales,medium,120873
0.38,0.5,2,152,3,0,1,0,sales,high,120874
0.39,0.57,2,158,3,0,1,0,sales,low,120875
0.1,0.97,6,254,5,0,1,0,sales,medium,120876
0.11,0.93,6,294,4,0,1,0,sales,medium,120877
0.1,0.92,7,269,4,0,1,0,sales,medium,120878
0.11,0.9,7,247,4,0,1,0,sales,medium,120879
0.44,0.65,3,271,4,0,1,0,sales,low,120880
0.91,0.96,4,232,5,0,1,0,sales,low,120881
0.72,1,4,245,5,0,1,0,sales,low,120882
0.36,0.46,2,132,3,0,1,0,sales,low,120883
0.44,0.57,2,131,3,0,1,0,sales,low,120884
0.85,0.99,5,248,5,0,1,0,sales,low,120885
0.78,0.93,5,225,5,0,1,0,sales,low,120886
0.39,0.46,2,156,3,0,1,0,sales,low,120887
0.78,0.81,3,222,2,0,1,0,sales,low,120888
0.1,0.92,6,243,4,1,1,0,sales,low,120889
0.23,0.99,4,204,4,1,1,0,accounting,low,120890
0.11,0.87,6,301,4,0,1,0,accounting,low,120891
0.9,0.83,5,259,5,0,1,0,accounting,low,120892
0.91,0.89,4,247,5,0,1,0,hr,low,120893
0.11,0.79,7,295,4,0,1,0,hr,low,120894
0.43,0.54,2,150,3,0,1,0,hr,low,120895
0.45,0.49,2,151,3,0,1,0,hr,low,120896
0.11,0.91,5,291,4,0,1,0,technical,low,120897
0.11,0.93,6,253,4,1,1,0,technical,low,120898
0.43,0.5,2,161,3,0,1,0,technical,low,120899
0.91,0.97,4,251,6,0,1,0,technical,low,120900
0.43,0.55,2,153,3,0,1,0,technical,medium,120901
0.85,0.82,5,264,6,0,1,0,technical,medium,120902
0.1,0.77,6,310,4,0,1,0,technical,medium,120903
0.81,0.95,5,266,5,0,1,0,technical,medium,120904
0.36,0.62,4,237,2,0,1,0,technical,medium,120905
0.45,0.54,2,138,3,0,1,0,technical,medium,120906
0.86,1,5,227,5,0,1,0,technical,medium,120907
0.71,1,4,300,5,0,1,0,support,medium,120908
0.11,0.97,7,310,4,0,1,0,support,medium,120909
0.84,0.93,5,236,5,0,1,0,support,medium,120910
0.09,0.97,7,288,4,0,1,0,support,medium,120911
0.38,0.49,2,127,3,0,1,0,support,medium,120912
0.15,0.55,6,139,4,0,1,0,support,high,120913
0.1,0.92,7,253,4,1,1,0,support,low,120914
0.8,0.97,4,218,5,1,1,0,support,medium,120915
0.84,0.97,5,251,5,0,1,0,support,medium,120916
0.11,0.87,6,264,4,0,1,0,support,medium,120917
0.89,0.79,3,149,2,0,1,0,support,medium,120918
0.45,0.51,2,138,3,0,1,0,technical,low,120919
0.11,0.93,7,284,4,0,1,0,technical,low,120920
0.74,0.93,5,244,5,0,1,0,technical,low,120921
0.41,0.5,2,128,3,0,1,0,management,low,120922
0.44,0.53,2,154,3,0,1,0,IT,low,120923
0.37,0.56,2,138,3,0,1,0,IT,low,120924
0.11,0.86,6,308,4,0,1,0,IT,low,120925
0.1,0.93,6,269,4,0,1,0,IT,low,120926
0.7,0.74,6,136,3,0,1,0,IT,low,120927
0.59,1,2,160,5,0,1,0,product_mng,low,120928
0.38,0.53,2,138,3,0,1,0,product_mng,low,120929
0.72,0.95,4,220,5,0,1,0,product_mng,low,120930
0.73,1,5,274,5,0,1,0,product_mng,low,120931
0.39,0.48,2,161,3,0,1,0,IT,low,120932
0.89,0.82,5,224,6,0,1,0,RandD,low,120933
0.89,1,4,260,5,0,1,0,RandD,low,120934
0.11,0.78,6,300,4,1,1,0,RandD,low,120935
0.43,0.56,2,133,3,0,1,0,RandD,low,120936
0.09,0.93,6,308,4,0,1,0,RandD,low,120937
0.81,0.9,5,238,6,0,1,0,marketing,low,120938
0.37,0.53,2,126,3,0,1,0,sales,low,120939
0.36,0.56,2,138,3,0,1,0,accounting,medium,120940
0.11,0.85,6,299,4,0,1,0,support,medium,120941
0.1,0.85,6,254,4,0,1,0,technical,medium,120942
0.66,0.47,7,156,2,0,1,0,management,medium,120943
0.39,0.47,2,152,3,0,1,0,marketing,medium,120944
0.44,0.51,2,146,3,0,1,0,marketing,medium,120945
0.1,0.84,6,253,4,0,1,0,marketing,medium,120946
0.79,0.94,5,227,6,0,1,0,sales,medium,120947
0.1,0.81,6,301,4,1,1,0,sales,medium,120948
0.54,0.94,6,294,3,0,1,0,sales,medium,120949
0.37,0.47,2,151,3,0,1,0,sales,medium,120950
0.37,0.57,2,128,3,0,1,0,sales,medium,120951
0.82,0.89,5,217,5,0,1,0,sales,high,120952
0.45,0.52,2,160,3,0,1,0,sales,low,120953
0.79,0.9,5,263,5,0,1,0,sales,medium,120954
0.42,0.56,2,156,3,0,1,0,sales,medium,120955
0.1,0.85,6,273,4,0,1,0,sales,medium,120956
0.11,0.78,6,303,4,0,1,0,sales,medium,120957
0.74,1,4,253,5,0,1,0,sales,low,120958
0.1,0.93,6,270,4,0,1,0,sales,low,120959
0.79,1,4,218,5,0,1,0,sales,low,120960
0.43,0.48,2,144,3,0,1,0,sales,low,120961
0.41,0.47,2,154,3,0,1,0,sales,low,120962
0.39,0.55,2,146,3,0,1,0,sales,low,120963
0.1,0.94,6,260,4,0,1,0,sales,low,120964
0.82,0.85,5,218,5,0,1,0,sales,low,120965
0.41,0.46,2,128,3,0,1,0,accounting,low,120966
0.42,0.56,2,128,3,0,1,0,accounting,low,120967
0.74,0.88,4,248,6,0,1,0,accounting,low,120968
0.38,0.57,2,152,3,1,1,0,hr,low,120969
0.39,0.56,2,126,3,0,1,0,hr,low,120970
0.87,0.94,4,260,5,0,1,0,hr,low,120971
0.1,0.9,5,263,4,0,1,0,hr,low,120972
0.78,1,5,220,5,0,1,0,technical,low,120973
0.14,0.73,7,282,5,0,1,0,technical,low,120974
0.11,0.94,6,277,5,0,1,0,technical,low,120975
0.91,0.94,5,257,5,0,1,0,technical,low,120976
0.49,0.63,6,265,3,0,1,0,technical,low,120977
0.38,0.47,2,143,3,0,1,0,technical,low,120978
0.82,0.97,5,263,5,0,1,0,technical,medium,120979
0.38,0.88,3,154,4,0,1,0,technical,medium,120980
0.89,1,5,253,5,0,1,0,technical,medium,120981
0.11,0.79,6,294,4,0,1,0,technical,medium,120982
0.37,0.51,2,128,3,0,1,0,technical,medium,120983
0.38,0.5,2,153,3,0,1,0,support,medium,120984
0.78,0.87,5,256,5,0,1,0,support,medium,120985
0.41,0.51,2,127,3,0,1,0,support,medium,120986
0.41,0.51,2,137,3,0,1,0,support,medium,120987
0.11,0.83,6,295,4,0,1,0,support,medium,120988
0.11,0.79,6,281,4,0,1,0,support,medium,120989
0.43,0.57,2,131,3,1,1,0,support,medium,120990
0.75,0.86,5,237,5,0,1,0,support,high,120991
0.74,0.99,4,276,5,0,1,0,support,low,120992
0.85,0.85,5,267,5,0,1,0,support,medium,120993
0.73,0.92,5,266,5,0,1,0,support,medium,120994
0.1,0.79,6,294,4,0,1,0,technical,medium,120995
0.44,0.56,2,134,3,0,1,0,technical,medium,120996
0.3,0.56,3,309,4,1,1,0,technical,low,120997
0.11,0.77,7,273,4,0,1,0,management,low,120998
0.84,0.83,5,238,5,0,1,0,IT,low,120999
0.78,0.94,5,271,6,0,1,0,IT,low,121000
0.43,0.53,2,145,3,0,1,0,IT,low,121001
0.36,0.55,2,152,3,0,1,0,IT,low,121002
0.43,0.47,2,128,3,0,1,0,IT,low,121003
0.45,0.46,2,142,3,0,1,0,product_mng,low,121004
0.76,0.93,5,238,5,0,1,0,product_mng,low,121005
0.1,0.78,7,286,4,0,1,0,product_mng,low,121006
0.09,0.86,6,291,4,0,1,0,product_mng,low,121007
0.92,1,5,259,5,0,1,0,IT,low,121008
0.92,0.9,5,248,5,0,1,0,sales,low,121009
0.79,0.98,4,271,5,0,1,0,sales,low,121010
0.43,0.51,2,140,3,0,1,0,sales,low,121011
0.8,0.95,4,274,5,0,1,0,sales,low,121012
0.44,0.49,2,127,3,1,1,0,sales,low,121013
0.89,0.87,5,275,6,0,1,0,marketing,low,121014
0.48,0.88,3,239,3,0,1,0,sales,low,121015
0.11,0.82,6,304,4,1,1,0,accounting,low,121016
0.38,0.55,2,145,3,0,1,0,support,low,121017
0.11,0.85,6,259,4,0,1,0,technical,medium,121018
0.82,0.86,4,264,5,0,1,0,management,medium,121019
0.37,0.45,2,160,3,0,1,0,marketing,medium,121020
0.4,0.48,2,138,3,0,1,0,marketing,medium,121021
0.43,0.47,2,137,3,0,1,0,marketing,medium,121022
0.44,0.5,2,156,3,0,1,0,sales,medium,121023
0.42,0.56,2,147,3,0,1,0,sales,medium,121024
0.11,0.8,7,243,4,0,1,0,sales,medium,121025
0.78,0.87,4,236,5,0,1,0,sales,medium,121026
0.46,0.86,2,212,4,0,1,0,sales,medium,121027
0.77,0.91,5,261,6,0,1,0,sales,medium,121028
0.83,0.82,4,243,5,0,1,0,sales,medium,121029
0.32,0.58,5,271,5,0,1,0,sales,high,121030
0.9,0.92,5,154,4,0,1,0,sales,low,121031
0.42,0.52,2,151,3,0,1,0,sales,medium,121032
0.1,0.96,6,254,4,1,1,0,sales,medium,121033
0.1,0.91,6,285,4,0,1,0,sales,medium,121034
0.44,0.49,2,130,3,0,1,0,sales,medium,121035
0.1,0.95,7,301,4,0,1,0,sales,low,121036
0.11,0.8,6,286,4,0,1,0,sales,low,121037
0.1,0.89,6,246,4,0,1,0,sales,low,121038
0.39,0.47,2,135,3,0,1,0,sales,low,121039
0.92,0.92,4,245,5,0,1,0,sales,low,121040
0.43,0.56,2,136,3,0,1,0,sales,low,121041
0.11,0.89,6,301,4,0,1,0,accounting,low,121042
0.81,1,5,235,5,0,1,0,accounting,low,121043
0.11,0.85,7,272,4,0,1,0,accounting,low,121044
0.87,1,5,274,5,0,1,0,hr,low,121045
0.37,0.46,2,131,3,0,1,0,hr,low,121046
0.39,0.56,2,135,3,0,1,0,hr,low,121047
0.61,0.86,4,196,4,0,1,0,hr,low,121048
0.11,0.95,6,285,4,0,1,0,technical,low,121049
0.09,0.9,7,289,5,0,1,0,technical,low,121050
0.36,0.52,2,157,3,0,1,0,technical,low,121051
0.09,0.94,6,308,4,0,1,0,technical,low,121052
0.41,0.71,4,301,5,0,1,0,technical,low,121053
0.4,0.46,2,131,3,0,1,0,technical,low,121054
0.1,0.91,6,262,5,1,1,0,technical,low,121055
0.46,0.53,2,143,3,1,1,0,technical,low,121056
0.39,0.57,2,133,3,0,1,0,technical,medium,121057
0.41,0.5,2,153,3,0,1,0,technical,medium,121058
0.1,0.94,7,281,4,0,1,0,technical,medium,121059
0.39,0.51,2,132,3,0,1,0,support,medium,121060
0.73,0.83,5,270,5,1,1,0,support,medium,121061
0.41,0.45,2,150,3,0,1,0,support,medium,121062
0.37,0.51,2,140,3,0,1,0,support,medium,121063
0.38,0.5,2,150,3,1,1,0,support,medium,121064
0.8,0.63,5,180,5,0,1,0,support,medium,121065
0.09,0.85,5,281,4,0,1,0,support,medium,121066
0.85,0.92,4,275,5,0,1,0,support,medium,121067
0.42,0.54,2,130,3,0,1,0,support,medium,121068
0.41,0.48,2,130,3,0,1,0,support,high,121069
0.38,0.46,2,147,3,0,1,0,support,low,121070
0.72,1,5,264,5,0,1,0,technical,medium,121071
0.11,0.74,6,290,5,0,1,0,technical,medium,121072
0.37,0.47,2,150,3,0,1,0,technical,medium,121073
0.1,0.81,6,304,4,0,1,0,management,medium,121074
0.36,0.54,2,136,3,0,1,0,IT,low,121075
0.92,0.94,5,307,5,0,1,0,IT,low,121076
0.11,0.87,5,303,4,0,1,0,IT,low,121077
0.39,0.56,2,156,3,0,1,0,IT,low,121078
0.11,0.95,6,271,4,0,1,0,IT,low,121079
0.45,0.45,2,140,3,0,1,0,product_mng,low,121080
